file,Nc,MSE,PSNR,Time_train,Time_encode,Time_decode
2.png,128,67.28652954101562,29.851522317338734,0.4739968776702881,0.07668542861938477,0.0067174434661865234
4.png,128,154.47592163085938,26.242195658953417,0.4739968776702881,0.0715627670288086,0.005728721618652344
2.png,256,59.16346740722656,30.410267419984894,0.8072876930236816,0.15201139450073242,0.006526947021484375
4.png,256,152.0264434814453,26.31161225165045,0.8072876930236816,0.12901568412780762,0.003518819808959961
2.png,512,58.008697509765625,30.49587246661682,1.3497123718261719,0.2592134475708008,0.00396418571472168
4.png,512,122.93171691894531,27.234164136544443,1.3497123718261719,0.22314834594726562,0.003654003143310547
2.png,1024,53.65599060058594,30.83462143614673,1.952094554901123,0.44797253608703613,0.004609107971191406
4.png,1024,117.98295593261719,27.412610881300267,1.952094554901123,0.3813357353210449,0.004757881164550781
